category_name,count,mean_dice,median_dice,std_dice
LI,98278,0.7099612144618775,0.7252955803179514,0.11839800945095638
RI,95602,0.7130675251701973,0.7328916847437712,0.12098631387732096
SA,71047,0.7206706111516313,0.7427948322863577,0.12300789469746883
